"No.","Time","Source","Destination","Protocol","Length","Info"
"914","3.093840","172.20.10.5","66.22.217.4","UDP","1249","56749  >  50003 Len=1207"
"915","3.093927","172.20.10.5","66.22.217.4","UDP","1249","56749  >  50003 Len=1207"
"916","3.093947","172.20.10.5","66.22.217.4","UDP","1249","56749  >  50003 Len=1207"
"917","3.095582","172.20.10.5","66.22.217.4","UDP","116","56749  >  50003 Len=74"
"918","3.095627","172.20.10.5","66.22.217.4","UDP","1249","56749  >  50003 Len=1207"
"919","3.099216","172.20.10.5","66.22.217.4","UDP","1249","56749  >  50003 Len=1207"
"920","3.099254","172.20.10.5","66.22.217.4","UDP","1249","56749  >  50003 Len=1207"
"921","3.104676","172.20.10.5","66.22.217.4","UDP","1249","56749  >  50003 Len=1207"
"922","3.104701","172.20.10.5","66.22.217.4","UDP","1249","56749  >  50003 Len=1207"
"923","3.107041","172.20.10.5","66.22.217.4","UDP","116","56749  >  50003 Len=74"
"924","3.107158","172.20.10.5","66.22.217.4","UDP","1249","56749  >  50003 Len=1207"
"925","3.109044","66.22.216.117","172.20.10.5","RTCP","94","Receiver Report   "
"926","3.112891","162.159.136.234","172.20.10.5","TLSv1.2","87","Application Data"
"927","3.112991","172.20.10.5","162.159.136.234","TCP","54","61996  >  443 [ACK] Seq=55 Ack=34 Win=4095 Len=0"
"928","3.117924","172.20.10.5","66.22.217.4","UDP","1221","56749  >  50003 Len=1179"
"929","3.123119","172.20.10.5","66.22.217.4","UDP","1221","56749  >  50003 Len=1179"
"930","3.123164","172.20.10.5","66.22.217.4","UDP","1221","56749  >  50003 Len=1179"
"931","3.127537","172.20.10.5","66.22.217.4","UDP","1221","56749  >  50003 Len=1179"
"932","3.127570","172.20.10.5","66.22.217.4","UDP","1221","56749  >  50003 Len=1179"
"933","3.127573","172.20.10.5","66.22.217.4","UDP","1221","56749  >  50003 Len=1179"
"934","3.130027","172.20.10.5","66.22.217.4","UDP","116","56749  >  50003 Len=74"
"935","3.131739","172.20.10.5","66.22.217.4","UDP","116","56749  >  50003 Len=74"
"936","3.134166","172.20.10.5","66.22.217.4","RTCP","118","Sender Report   "
"937","3.144806","66.22.217.4","172.20.10.5","UDP","90","50003  >  56749 Len=48"
"938","3.153082","172.20.10.5","66.22.217.4","UDP","116","56749  >  50003 Len=74"
"939","3.153487","172.20.10.5","66.22.217.4","UDP","1202","56749  >  50003 Len=1160"
"940","3.160242","172.20.10.5","66.22.217.4","UDP","1202","56749  >  50003 Len=1160"
"941","3.160315","172.20.10.5","66.22.217.4","UDP","1202","56749  >  50003 Len=1160"
"942","3.160319","172.20.10.5","66.22.217.4","UDP","1202","56749  >  50003 Len=1160"
"943","3.176438","172.20.10.5","66.22.217.4","UDP","116","56749  >  50003 Len=74"
"944","3.186909","172.20.10.5","66.22.217.4","UDP","909","56749  >  50003 Len=867"
"945","3.191992","172.20.10.5","66.22.217.4","UDP","910","56749  >  50003 Len=868"
"946","3.192056","172.20.10.5","66.22.217.4","UDP","910","56749  >  50003 Len=868"
"947","3.199706","172.20.10.5","66.22.217.4","UDP","116","56749  >  50003 Len=74"
"948","3.217685","172.20.10.5","66.22.217.4","UDP","1121","56749  >  50003 Len=1079"
"949","3.220276","172.20.10.5","66.22.217.4","UDP","1121","56749  >  50003 Len=1079"
"950","3.222074","172.20.10.5","66.22.217.4","UDP","116","56749  >  50003 Len=74"
"951","3.235291","172.20.10.5","66.22.217.4","UDP","116","56749  >  50003 Len=74"
"952","3.254379","172.20.10.5","66.22.217.4","UDP","890","56749  >  50003 Len=848"
"953","3.258771","172.20.10.5","66.22.217.4","UDP","116","56749  >  50003 Len=74"
"954","3.259046","172.20.10.5","66.22.217.4","UDP","891","56749  >  50003 Len=849"
"955","3.272812","66.22.217.4","172.20.10.5","UDP","106","50003  >  56749 Len=64"
"956","3.273056","172.20.10.5","66.22.216.117","RTCP","94","Receiver Report   "
"957","3.280366","172.20.10.5","66.22.217.4","UDP","116","56749  >  50003 Len=74"
"958","3.281796","172.20.10.5","66.22.217.4","UDP","851","56749  >  50003 Len=809"
"959","3.286916","172.20.10.5","66.22.217.4","UDP","851","56749  >  50003 Len=809"
"960","3.304742","172.20.10.5","66.22.217.4","UDP","116","56749  >  50003 Len=74"
"961","3.323519","172.20.10.5","66.22.217.4","UDP","1251","56749  >  50003 Len=1209"
"962","3.327392","172.20.10.5","66.22.217.4","UDP","116","56749  >  50003 Len=74"
"963","3.327482","172.20.10.5","66.22.217.4","UDP","1251","56749  >  50003 Len=1209"
"964","3.329665","172.20.10.5","66.22.217.4","UDP","1251","56749  >  50003 Len=1209"
"965","3.335890","172.20.10.5","66.22.217.4","UDP","1251","56749  >  50003 Len=1209"
"966","3.335965","172.20.10.5","66.22.217.4","UDP","1251","56749  >  50003 Len=1209"
"967","3.335994","172.20.10.5","66.22.217.4","UDP","1251","56749  >  50003 Len=1209"
"968","3.342087","172.20.10.5","66.22.217.4","UDP","1251","56749  >  50003 Len=1209"
"969","3.342138","172.20.10.5","66.22.217.4","UDP","1251","56749  >  50003 Len=1209"
"970","3.342142","172.20.10.5","66.22.217.4","UDP","1252","56749  >  50003 Len=1210"
"971","3.348231","172.20.10.5","66.22.217.4","UDP","1252","56749  >  50003 Len=1210"
"972","3.348272","172.20.10.5","66.22.217.4","UDP","1252","56749  >  50003 Len=1210"
"973","3.348274","172.20.10.5","66.22.217.4","UDP","1252","56749  >  50003 Len=1210"
"974","3.350468","172.20.10.5","66.22.217.4","UDP","116","56749  >  50003 Len=74"
"975","3.350487","172.20.10.5","66.22.217.4","UDP","1252","56749  >  50003 Len=1210"
"976","3.354103","172.20.10.5","66.22.217.4","UDP","1252","56749  >  50003 Len=1210"
"977","3.354138","172.20.10.5","66.22.217.4","UDP","1252","56749  >  50003 Len=1210"
"978","3.359673","172.20.10.5","66.22.217.4","UDP","1252","56749  >  50003 Len=1210"
"979","3.359720","172.20.10.5","66.22.217.4","UDP","1252","56749  >  50003 Len=1210"
"980","3.361874","172.20.10.5","66.22.217.4","UDP","116","56749  >  50003 Len=74"
"981","3.361892","172.20.10.5","66.22.217.4","UDP","1112","56749  >  50003 Len=1070"
"982","3.363044","172.20.10.5","66.22.217.4","UDP","1113","56749  >  50003 Len=1071"
"983","3.365613","172.20.10.5","66.22.217.4","UDP","1113","56749  >  50003 Len=1071"
"984","3.368866","66.22.217.4","172.20.10.5","UDP","94","50003  >  56749 Len=52"
"985","3.371573","172.20.10.5","66.22.217.4","UDP","1113","56749  >  50003 Len=1071"
"986","3.371593","172.20.10.5","66.22.217.4","UDP","1113","56749  >  50003 Len=1071"
"987","3.384063","172.20.10.5","66.22.217.4","UDP","967","56749  >  50003 Len=925"
"988","3.385366","172.20.10.5","66.22.217.4","UDP","116","56749  >  50003 Len=74"
"989","3.385400","172.20.10.5","66.22.217.4","UDP","968","56749  >  50003 Len=926"
"990","3.385486","172.20.10.5","66.22.217.4","RTCP","102","Sender Report   "
"991","3.390205","172.20.10.5","66.22.217.4","UDP","968","56749  >  50003 Len=926"
"992","3.408665","172.20.10.5","66.22.217.4","UDP","116","56749  >  50003 Len=74"
"993","3.419734","172.20.10.5","66.22.217.4","UDP","1118","56749  >  50003 Len=1076"
"994","3.421936","172.20.10.5","66.22.217.4","UDP","1119","56749  >  50003 Len=1077"
"995","3.432124","172.20.10.5","66.22.217.4","UDP","116","56749  >  50003 Len=74"
"996","3.445227","66.22.217.4","172.20.10.5","RTCP","110","Payload-specific Feedback   ALFB  "
"997","3.445229","66.22.217.4","172.20.10.5","RTCP","94","Receiver Report   "
"998","3.445229","66.22.217.4","172.20.10.5","RTCP","94","Receiver Report   "
"999","3.452212","172.20.10.5","66.22.217.4","UDP","1065","56749  >  50003 Len=1023"
"1000","3.454456","172.20.10.5","66.22.217.4","UDP","116","56749  >  50003 Len=74"
"1001","3.454489","172.20.10.5","66.22.217.4","UDP","1066","56749  >  50003 Len=1024"
"1002","3.466263","172.20.10.5","66.22.217.4","UDP","116","56749  >  50003 Len=74"
"1003","3.487906","172.20.10.5","66.22.217.4","UDP","881","56749  >  50003 Len=839"
"1004","3.489623","172.20.10.5","66.22.217.4","UDP","116","56749  >  50003 Len=74"
"1005","3.489669","172.20.10.5","66.22.217.4","UDP","881","56749  >  50003 Len=839"
"1006","3.490461","172.20.10.5","66.22.217.4","UDP","116","56749  >  50003 Len=74"
"1007","3.501953","66.22.217.4","172.20.10.5","UDP","102","50003  >  56749 Len=60"
"1008","3.513380","172.20.10.5","66.22.217.4","UDP","116","56749  >  50003 Len=74"
"1009","3.520106","172.20.10.5","66.22.217.4","UDP","853","56749  >  50003 Len=811"
"1010","3.525158","172.20.10.5","66.22.217.4","UDP","853","56749  >  50003 Len=811"
"1011","3.536199","172.20.10.5","66.22.217.4","UDP","116","56749  >  50003 Len=74"
"1012","3.552379","172.20.10.5","66.22.217.4","UDP","850","56749  >  50003 Len=808"
"1013","3.557611","172.20.10.5","66.22.217.4","UDP","850","56749  >  50003 Len=808"
"1014","3.558827","172.20.10.5","66.22.217.4","UDP","116","56749  >  50003 Len=74"
"1015","3.567670","172.20.10.5","66.22.217.4","UDP","1180","56749  >  50003 Len=1138"
"1016","3.572478","172.20.10.5","66.22.217.4","RTCP","118","Sender Report   "
"1017","3.573865","172.20.10.5","66.22.217.4","UDP","1180","56749  >  50003 Len=1138"
"1018","3.573913","172.20.10.5","66.22.217.4","UDP","1181","56749  >  50003 Len=1139"
"1019","3.573916","172.20.10.5","66.22.217.4","UDP","1181","56749  >  50003 Len=1139"
"1020","3.580066","172.20.10.5","66.22.217.4","UDP","1181","56749  >  50003 Len=1139"
"1021","3.580198","172.20.10.5","66.22.217.4","UDP","1181","56749  >  50003 Len=1139"
"1022","3.580246","172.20.10.5","66.22.217.4","UDP","1181","56749  >  50003 Len=1139"
"1023","3.582383","172.20.10.5","66.22.217.4","UDP","116","56749  >  50003 Len=74"
"1024","3.582411","172.20.10.5","66.22.217.4","UDP","1181","56749  >  50003 Len=1139"
"1025","3.585537","172.20.10.5","66.22.217.4","UDP","1181","56749  >  50003 Len=1139"
"1026","3.585565","172.20.10.5","66.22.217.4","UDP","1181","56749  >  50003 Len=1139"
"1027","3.591699","172.20.10.5","66.22.217.4","UDP","1181","56749  >  50003 Len=1139"
"1028","3.591751","172.20.10.5","66.22.217.4","UDP","1181","56749  >  50003 Len=1139"
"1029","3.591805","172.20.10.5","66.22.217.4","UDP","1181","56749  >  50003 Len=1139"
"1030","3.594481","172.20.10.5","66.22.217.4","UDP","116","56749  >  50003 Len=74"
"1031","3.596005","66.22.217.4","172.20.10.5","UDP","98","50003  >  56749 Len=56"
"1032","3.602206","172.20.10.5","66.22.217.4","UDP","1226","56749  >  50003 Len=1184"
"1033","3.607699","172.20.10.5","66.22.217.4","UDP","1226","56749  >  50003 Len=1184"
"1034","3.607734","172.20.10.5","66.22.217.4","UDP","1226","56749  >  50003 Len=1184"
"1035","3.613747","172.20.10.5","66.22.217.4","UDP","1226","56749  >  50003 Len=1184"
"1036","3.613791","172.20.10.5","66.22.217.4","UDP","1226","56749  >  50003 Len=1184"
"1037","3.613794","172.20.10.5","66.22.217.4","UDP","1226","56749  >  50003 Len=1184"
"1038","3.618231","172.20.10.5","66.22.217.4","UDP","116","56749  >  50003 Len=74"
"1039","3.640755","172.20.10.5","66.22.217.4","UDP","116","56749  >  50003 Len=74"
"1040","3.651319","172.20.10.5","66.22.217.4","UDP","1203","56749  >  50003 Len=1161"
"1041","3.657468","172.20.10.5","66.22.217.4","UDP","1204","56749  >  50003 Len=1162"
"1042","3.657507","172.20.10.5","66.22.217.4","UDP","1204","56749  >  50003 Len=1162"
"1043","3.657527","172.20.10.5","66.22.217.4","UDP","1204","56749  >  50003 Len=1162"
"1044","3.664148","172.20.10.5","66.22.217.4","UDP","116","56749  >  50003 Len=74"
"1045","3.683873","172.20.10.5","66.22.217.4","UDP","924","56749  >  50003 Len=882"
"1046","3.687771","172.20.10.5","66.22.217.4","UDP","116","56749  >  50003 Len=74"
"1047","3.687815","172.20.10.5","66.22.217.4","UDP","924","56749  >  50003 Len=882"
"1048","3.689813","172.20.10.5","66.22.217.4","UDP","924","56749  >  50003 Len=882"
"1049","3.705062","66.22.217.4","172.20.10.5","UDP","98","50003  >  56749 Len=56"
"1050","3.711624","172.20.10.5","66.22.217.4","UDP","116","56749  >  50003 Len=74"
"1051","3.720856","172.20.10.5","66.22.217.4","UDP","1078","56749  >  50003 Len=1036"
"1052","3.722502","172.20.10.5","66.22.217.4","UDP","116","56749  >  50003 Len=74"
"1053","3.722596","172.20.10.5","66.22.217.4","UDP","1078","56749  >  50003 Len=1036"
"1054","3.746452","172.20.10.5","66.22.217.4","UDP","116","56749  >  50003 Len=74"
"1055","3.753115","172.20.10.5","66.22.217.4","UDP","869","56749  >  50003 Len=827"
"1056","3.758401","172.20.10.5","66.22.217.4","UDP","869","56749  >  50003 Len=827"
"1057","3.767593","172.20.10.5","66.22.217.4","UDP","116","56749  >  50003 Len=74"
"1058","3.780954","66.22.216.117","172.20.10.5","UDP","131","50002  >  53854 Len=89"
"1059","3.784213","172.20.10.5","66.22.217.4","UDP","845","56749  >  50003 Len=803"
"1060","3.788797","172.20.10.5","66.22.217.4","UDP","845","56749  >  50003 Len=803"
"1061","3.790445","172.20.10.5","66.22.217.4","UDP","116","56749  >  50003 Len=74"
"1062","3.800907","66.22.216.117","172.20.10.5","UDP","133","50002  >  53854 Len=91"
"1063","3.813782","172.20.10.5","66.22.217.4","UDP","116","56749  >  50003 Len=74"
"1064","3.814050","172.20.10.5","66.22.217.4","UDP","116","56749  >  50003 Len=74"
"1065","3.816832","172.20.10.5","66.22.217.4","UDP","838","56749  >  50003 Len=796"
"1066","3.821188","66.22.217.4","172.20.10.5","UDP","106","50003  >  56749 Len=64"
"1067","3.821190","66.22.216.117","172.20.10.5","UDP","167","50002  >  53854 Len=125"
"1068","3.821887","172.20.10.5","66.22.217.4","UDP","839","56749  >  50003 Len=797"
"1069","3.830112","172.20.10.5","66.22.217.4","UDP","1155","56749  >  50003 Len=1113"
"1070","3.836019","172.20.10.5","66.22.217.4","UDP","1156","56749  >  50003 Len=1114"
"1071","3.836023","172.20.10.5","66.22.217.4","UDP","1156","56749  >  50003 Len=1114"
"1072","3.836025","172.20.10.5","66.22.217.4","UDP","1156","56749  >  50003 Len=1114"
"1073","3.836718","172.20.10.5","66.22.217.4","UDP","116","56749  >  50003 Len=74"
"1074","3.840886","66.22.216.117","172.20.10.5","UDP","190","50002  >  53854 Len=148"
"1075","3.841894","172.20.10.5","66.22.217.4","UDP","1156","56749  >  50003 Len=1114"
"1076","3.841945","172.20.10.5","66.22.217.4","UDP","1156","56749  >  50003 Len=1114"
"1077","3.841953","172.20.10.5","66.22.217.4","UDP","1156","56749  >  50003 Len=1114"
"1078","3.847013","172.20.10.5","66.22.217.4","UDP","1156","56749  >  50003 Len=1114"
"1079","3.847066","172.20.10.5","66.22.217.4","UDP","1156","56749  >  50003 Len=1114"
"1080","3.847076","172.20.10.5","66.22.217.4","UDP","1156","56749  >  50003 Len=1114"
"1081","3.848364","172.20.10.5","66.22.217.4","UDP","116","56749  >  50003 Len=74"
"1082","3.848377","172.20.10.5","66.22.217.4","UDP","1156","56749  >  50003 Len=1114"
"1083","3.865001","172.20.10.5","66.22.217.4","UDP","1258","56749  >  50003 Len=1216"
"1084","3.869556","66.22.216.117","172.20.10.5","UDP","238","50002  >  53854 Len=196"
"1085","3.870379","172.20.10.5","66.22.217.4","UDP","1258","56749  >  50003 Len=1216"
"1086","3.870381","172.20.10.5","66.22.217.4","UDP","1258","56749  >  50003 Len=1216"
"1087","3.871411","172.20.10.5","66.22.217.4","UDP","116","56749  >  50003 Len=74"
"1088","3.871430","172.20.10.5","66.22.217.4","UDP","1258","56749  >  50003 Len=1216"
"1089","3.871527","172.20.10.5","66.22.216.117","RTCP","102","Sender Report   "
"1090","3.876062","172.20.10.5","66.22.217.4","UDP","1258","56749  >  50003 Len=1216"
"1091","3.876064","172.20.10.5","66.22.217.4","UDP","1258","56749  >  50003 Len=1216"
"1092","3.882162","172.20.10.5","66.22.217.4","UDP","1258","56749  >  50003 Len=1216"
"1093","3.882164","172.20.10.5","66.22.217.4","UDP","1258","56749  >  50003 Len=1216"
"1094","3.882185","172.20.10.5","66.22.217.4","UDP","1258","56749  >  50003 Len=1216"
"1095","3.887570","172.20.10.5","66.22.217.4","UDP","1258","56749  >  50003 Len=1216"
"1096","3.887609","172.20.10.5","66.22.217.4","UDP","1259","56749  >  50003 Len=1217"
"1097","3.887616","172.20.10.5","66.22.217.4","UDP","1259","56749  >  50003 Len=1217"
"1098","3.891102","66.22.216.117","172.20.10.5","UDP","223","50002  >  53854 Len=181"
"1099","3.893375","172.20.10.5","66.22.217.4","UDP","1259","56749  >  50003 Len=1217"
"1100","3.893378","172.20.10.5","66.22.217.4","UDP","1259","56749  >  50003 Len=1217"
"1101","3.893380","172.20.10.5","66.22.217.4","UDP","1259","56749  >  50003 Len=1217"
"1102","3.894804","172.20.10.5","66.22.217.4","UDP","116","56749  >  50003 Len=74"
"1103","3.894842","172.20.10.5","66.22.217.4","UDP","1259","56749  >  50003 Len=1217"
"1104","3.898812","172.20.10.5","66.22.217.4","UDP","1259","56749  >  50003 Len=1217"
"1105","3.899405","172.20.10.5","66.22.217.4","UDP","1259","56749  >  50003 Len=1217"
"1106","3.904773","66.22.216.117","172.20.10.5","UDP","224","50002  >  53854 Len=182"
"1107","3.905558","172.20.10.5","66.22.217.4","UDP","1259","56749  >  50003 Len=1217"
"1108","3.905609","172.20.10.5","66.22.217.4","UDP","1259","56749  >  50003 Len=1217"
"1109","3.905614","172.20.10.5","66.22.217.4","UDP","1259","56749  >  50003 Len=1217"
"1110","3.911631","172.20.10.5","66.22.217.4","UDP","1259","56749  >  50003 Len=1217"
"1111","3.911691","172.20.10.5","66.22.217.4","UDP","1259","56749  >  50003 Len=1217"
"1112","3.911693","172.20.10.5","66.22.217.4","UDP","1259","56749  >  50003 Len=1217"
"1113","3.917412","172.20.10.5","66.22.217.4","UDP","1259","56749  >  50003 Len=1217"
"1114","3.917466","172.20.10.5","66.22.217.4","UDP","1259","56749  >  50003 Len=1217"
"1115","3.917468","172.20.10.5","66.22.217.4","UDP","1259","56749  >  50003 Len=1217"
"1116","3.917930","172.20.10.5","66.22.217.4","UDP","116","56749  >  50003 Len=74"
"1117","3.920846","66.22.216.117","172.20.10.5","UDP","233","50002  >  53854 Len=191"
"1118","3.922309","172.20.10.5","66.22.217.4","UDP","1259","56749  >  50003 Len=1217"
"1119","3.922312","172.20.10.5","66.22.217.4","UDP","1259","56749  >  50003 Len=1217"
"1120","3.928581","172.20.10.5","66.22.217.4","UDP","1259","56749  >  50003 Len=1217"
"1121","3.928584","172.20.10.5","66.22.217.4","UDP","1259","56749  >  50003 Len=1217"
"1122","3.928585","172.20.10.5","66.22.217.4","UDP","1259","56749  >  50003 Len=1217"
"1123","3.933193","172.20.10.5","66.22.217.4","UDP","1259","56749  >  50003 Len=1217"
"1124","3.933237","172.20.10.5","66.22.217.4","UDP","1259","56749  >  50003 Len=1217"
"1125","3.933240","172.20.10.5","66.22.217.4","UDP","1259","56749  >  50003 Len=1217"
"1126","3.933298","66.22.217.4","172.20.10.5","UDP","94","50003  >  56749 Len=52"
"1127","3.940431","172.20.10.5","66.22.217.4","UDP","1259","56749  >  50003 Len=1217"
"1128","3.940433","172.20.10.5","66.22.217.4","UDP","1259","56749  >  50003 Len=1217"
"1129","3.940460","172.20.10.5","66.22.217.4","UDP","1259","56749  >  50003 Len=1217"
"1130","3.941127","172.20.10.5","66.22.217.4","UDP","116","56749  >  50003 Len=74"
"1131","3.941140","172.20.10.5","66.22.217.4","UDP","1259","56749  >  50003 Len=1217"
"1132","3.941167","66.22.216.117","172.20.10.5","UDP","241","50002  >  53854 Len=199"
"1133","3.943607","172.20.10.5","66.22.216.117","UDP","50","53854  >  50002 Len=8"
"1134","3.946231","172.20.10.5","66.22.217.4","UDP","1259","56749  >  50003 Len=1217"
"1135","3.946234","172.20.10.5","66.22.217.4","UDP","1259","56749  >  50003 Len=1217"
"1136","3.952123","172.20.10.5","66.22.217.4","UDP","1259","56749  >  50003 Len=1217"
"1137","3.952125","172.20.10.5","66.22.217.4","UDP","1259","56749  >  50003 Len=1217"
"1138","3.952127","172.20.10.5","66.22.217.4","UDP","1259","56749  >  50003 Len=1217"
"1139","3.957914","172.20.10.5","66.22.217.4","UDP","1259","56749  >  50003 Len=1217"
"1140","3.957918","172.20.10.5","66.22.217.4","UDP","1241","56749  >  50003 Len=1199"
"1141","3.957969","172.20.10.5","66.22.217.4","UDP","1241","56749  >  50003 Len=1199"
"1142","3.963708","172.20.10.5","66.22.217.4","UDP","1241","56749  >  50003 Len=1199"
"1143","3.963711","172.20.10.5","66.22.217.4","UDP","1241","56749  >  50003 Len=1199"
"1144","3.963744","172.20.10.5","66.22.217.4","UDP","1241","56749  >  50003 Len=1199"
"1145","3.964713","172.20.10.5","66.22.217.4","UDP","116","56749  >  50003 Len=74"
"1146","3.964722","172.20.10.5","66.22.217.4","UDP","1241","56749  >  50003 Len=1199"
"1147","3.964777","66.22.216.117","172.20.10.5","UDP","245","50002  >  53854 Len=203"
"1148","3.969518","172.20.10.5","66.22.217.4","UDP","1241","56749  >  50003 Len=1199"
"1149","3.969538","172.20.10.5","66.22.217.4","UDP","1241","56749  >  50003 Len=1199"
"1150","3.975314","172.20.10.5","66.22.217.4","UDP","1241","56749  >  50003 Len=1199"
"1151","3.975316","172.20.10.5","66.22.217.4","UDP","1241","56749  >  50003 Len=1199"
"1152","3.975353","172.20.10.5","66.22.217.4","UDP","1241","56749  >  50003 Len=1199"
"1153","3.975932","172.20.10.5","66.22.217.4","UDP","116","56749  >  50003 Len=74"
"1154","3.981144","172.20.10.5","66.22.217.4","UDP","1241","56749  >  50003 Len=1199"
"1155","3.981173","172.20.10.5","66.22.217.4","UDP","1241","56749  >  50003 Len=1199"
"1156","3.981175","172.20.10.5","66.22.217.4","UDP","1241","56749  >  50003 Len=1199"
"1157","3.985187","66.22.216.117","172.20.10.5","UDP","238","50002  >  53854 Len=196"
"1158","3.986941","172.20.10.5","66.22.217.4","UDP","1241","56749  >  50003 Len=1199"
"1159","3.986944","172.20.10.5","66.22.217.4","UDP","1241","56749  >  50003 Len=1199"
"1160","3.986947","172.20.10.5","66.22.217.4","UDP","1241","56749  >  50003 Len=1199"
"1161","3.992735","172.20.10.5","66.22.217.4","UDP","1241","56749  >  50003 Len=1199"
"1162","3.992737","172.20.10.5","66.22.217.4","UDP","1241","56749  >  50003 Len=1199"
"1163","3.992754","172.20.10.5","66.22.217.4","UDP","1241","56749  >  50003 Len=1199"
"1164","3.996975","172.20.10.5","66.22.217.4","UDP","1242","56749  >  50003 Len=1200"
"1165","3.997051","172.20.10.5","66.22.217.4","UDP","1242","56749  >  50003 Len=1200"
"1166","3.998548","172.20.10.5","66.22.217.4","UDP","1242","56749  >  50003 Len=1200"
"1167","3.999365","172.20.10.5","66.22.217.4","UDP","116","56749  >  50003 Len=74"
"1168","4.000552","66.22.216.117","172.20.10.5","UDP","226","50002  >  53854 Len=184"
"1169","4.004371","172.20.10.5","66.22.217.4","UDP","1242","56749  >  50003 Len=1200"
"1170","4.004375","172.20.10.5","66.22.217.4","UDP","1242","56749  >  50003 Len=1200"
"1171","4.004379","172.20.10.5","66.22.217.4","UDP","1242","56749  >  50003 Len=1200"
"1172","4.009965","172.20.10.5","66.22.217.4","UDP","1242","56749  >  50003 Len=1200"
"1173","4.009967","172.20.10.5","66.22.217.4","UDP","1242","56749  >  50003 Len=1200"
"1174","4.009980","172.20.10.5","66.22.217.4","UDP","1242","56749  >  50003 Len=1200"
"1175","4.015681","172.20.10.5","66.22.217.4","RTCP","118","Sender Report   "
"1176","4.015785","172.20.10.5","66.22.217.4","UDP","1242","56749  >  50003 Len=1200"
"1177","4.015787","172.20.10.5","66.22.217.4","UDP","1242","56749  >  50003 Len=1200"
"1178","4.015800","172.20.10.5","66.22.217.4","UDP","1242","56749  >  50003 Len=1200"
"1179","4.020828","66.22.216.117","172.20.10.5","UDP","236","50002  >  53854 Len=194"
"1180","4.021830","172.20.10.5","66.22.217.4","UDP","1242","56749  >  50003 Len=1200"
"1181","4.021834","172.20.10.5","66.22.217.4","UDP","1242","56749  >  50003 Len=1200"
"1182","4.021837","172.20.10.5","66.22.217.4","UDP","1242","56749  >  50003 Len=1200"
"1183","4.022621","172.20.10.5","66.22.217.4","UDP","116","56749  >  50003 Len=74"
"1184","4.027584","172.20.10.5","66.22.217.4","UDP","1242","56749  >  50003 Len=1200"
"1185","4.027588","172.20.10.5","66.22.217.4","UDP","1242","56749  >  50003 Len=1200"
"1186","4.027626","172.20.10.5","66.22.217.4","UDP","1242","56749  >  50003 Len=1200"
"1187","4.032044","172.20.10.5","66.22.217.4","UDP","1242","56749  >  50003 Len=1200"
"1188","4.032073","172.20.10.5","66.22.217.4","UDP","1242","56749  >  50003 Len=1200"
"1189","4.033393","172.20.10.5","66.22.217.4","UDP","1242","56749  >  50003 Len=1200"
"1190","4.039195","172.20.10.5","66.22.217.4","UDP","1242","56749  >  50003 Len=1200"
"1191","4.039199","172.20.10.5","66.22.217.4","UDP","1242","56749  >  50003 Len=1200"
"1192","4.039239","172.20.10.5","66.22.217.4","UDP","1242","56749  >  50003 Len=1200"
"1193","4.040795","66.22.216.117","172.20.10.5","UDP","241","50002  >  53854 Len=199"
"1194","4.040796","66.22.216.117","172.20.10.5","UDP","50","50002  >  53854 Len=8"
"1195","4.044682","172.20.10.5","66.22.217.4","UDP","1242","56749  >  50003 Len=1200"
"1196","4.044717","172.20.10.5","66.22.217.4","UDP","1242","56749  >  50003 Len=1200"
"1197","4.045948","172.20.10.5","66.22.217.4","UDP","116","56749  >  50003 Len=74"
"1198","4.045951","172.20.10.5","66.22.217.4","UDP","1242","56749  >  50003 Len=1200"
"1199","4.049611","66.22.217.4","172.20.10.5","UDP","126","50003  >  56749 Len=84"
"1200","4.050767","172.20.10.5","66.22.217.4","UDP","1242","56749  >  50003 Len=1200"
"1201","4.050769","172.20.10.5","66.22.217.4","UDP","1242","56749  >  50003 Len=1200"
"1202","4.056604","172.20.10.5","66.22.217.4","UDP","1245","56749  >  50003 Len=1203"
"1203","4.056608","172.20.10.5","66.22.217.4","UDP","1245","56749  >  50003 Len=1203"
"1204","4.056688","172.20.10.5","66.22.217.4","UDP","1245","56749  >  50003 Len=1203"
"1205","4.061030","66.22.216.117","172.20.10.5","UDP","245","50002  >  53854 Len=203"
"1206","4.062419","172.20.10.5","66.22.217.4","UDP","1245","56749  >  50003 Len=1203"
"1207","4.062423","172.20.10.5","66.22.217.4","UDP","1245","56749  >  50003 Len=1203"
"1208","4.062426","172.20.10.5","66.22.217.4","UDP","1245","56749  >  50003 Len=1203"
"1209","4.067763","172.20.10.5","66.22.217.4","UDP","1245","56749  >  50003 Len=1203"
"1210","4.067767","172.20.10.5","66.22.217.4","UDP","1245","56749  >  50003 Len=1203"
"1211","4.067770","172.20.10.5","66.22.217.4","UDP","1245","56749  >  50003 Len=1203"
"1212","4.069416","172.20.10.5","66.22.217.4","UDP","116","56749  >  50003 Len=74"
"1213","4.069437","172.20.10.5","66.22.217.4","UDP","1245","56749  >  50003 Len=1203"
"1214","4.073923","172.20.10.5","66.22.217.4","UDP","1245","56749  >  50003 Len=1203"
"1215","4.073929","172.20.10.5","66.22.217.4","UDP","1245","56749  >  50003 Len=1203"
"1216","4.079874","172.20.10.5","66.22.217.4","UDP","1245","56749  >  50003 Len=1203"
"1217","4.079879","172.20.10.5","66.22.217.4","UDP","1245","56749  >  50003 Len=1203"
