"No.","Time","Source","Destination","Protocol","Length","Info"
"2088","5.791943","104.18.37.228","172.20.10.5","UDP","66","443  >  59709 Len=24"
"2089","5.791945","104.18.37.228","172.20.10.5","UDP","66","443  >  59709 Len=24"
"2090","5.791946","66.22.216.117","172.20.10.5","UDP","142","50002  >  53854 Len=100"
"2091","5.792159","172.20.10.5","104.18.37.228","UDP","86","59709  >  443 Len=44"
"2092","5.797591","66.22.216.117","172.20.10.5","UDP","130","50002  >  53854 Len=88"
"2093","5.797593","104.18.37.228","172.20.10.5","UDP","66","443  >  59709 Len=24"
"2094","5.797593","104.18.37.228","172.20.10.5","UDP","66","443  >  59709 Len=24"
"2095","5.797594","104.18.37.228","172.20.10.5","UDP","66","443  >  59709 Len=24"
"2096","5.798176","34.120.214.181","172.20.10.5","UDP","66","443  >  57530 Len=24"
"2097","5.800036","172.20.10.5","66.22.216.117","UDP","245","53854  >  50002 Len=203"
"2098","5.809423","104.18.37.228","172.20.10.5","UDP","66","443  >  59709 Len=24"
"2099","5.809425","162.159.130.235","172.20.10.5","TCP","54","443  >  62113 [ACK] Seq=1 Ack=259 Win=7 Len=0"
"2100","5.809425","104.18.37.228","172.20.10.5","UDP","67","443  >  59709 Len=25"
"2101","5.812259","172.20.10.5","66.22.217.4","UDP","116","56749  >  50003 Len=74"
"2102","5.813521","172.20.10.5","66.22.217.4","UDP","116","56749  >  50003 Len=74"
"2103","5.816218","66.22.217.4","172.20.10.5","UDP","122","50003  >  56749 Len=80"
"2104","5.817106","172.20.10.5","66.22.217.4","UDP","524","56749  >  50003 Len=482"
"2105","5.818914","172.20.10.5","66.22.216.117","UDP","223","53854  >  50002 Len=181"
"2106","5.820361","66.22.216.117","172.20.10.5","UDP","143","50002  >  53854 Len=101"
"2107","5.835261","172.20.10.5","66.22.217.4","UDP","116","56749  >  50003 Len=74"
"2108","5.839486","172.20.10.5","66.22.216.117","UDP","224","53854  >  50002 Len=182"
"2109","5.840919","66.22.216.117","172.20.10.5","UDP","130","50002  >  53854 Len=88"
"2110","5.852916","172.20.10.5","66.22.217.4","RTCP","102","Sender Report   "
"2111","5.853068","172.20.10.5","66.22.217.4","UDP","513","56749  >  50003 Len=471"
"2112","5.858349","172.20.10.5","66.22.217.4","UDP","116","56749  >  50003 Len=74"
"2113","5.859782","172.20.10.5","66.22.216.117","UDP","240","53854  >  50002 Len=198"
"2114","5.859975","66.22.216.117","172.20.10.5","UDP","85","50002  >  53854 Len=43"
"2115","5.880547","172.20.10.5","66.22.216.117","UDP","252","53854  >  50002 Len=210"
"2116","5.880883","172.20.10.5","66.22.217.4","UDP","116","56749  >  50003 Len=74"
"2117","5.885059","66.22.216.117","172.20.10.5","UDP","85","50002  >  53854 Len=43"
"2118","5.887428","172.20.10.5","66.22.217.4","UDP","197","56749  >  50003 Len=155"
"2119","5.892358","172.20.10.5","66.22.217.4","UDP","116","56749  >  50003 Len=74"
"2120","5.900769","172.20.10.5","66.22.216.117","UDP","248","53854  >  50002 Len=206"
"2121","5.904959","66.22.216.117","172.20.10.5","UDP","85","50002  >  53854 Len=43"
"2122","5.916283","172.20.10.5","66.22.217.4","UDP","116","56749  >  50003 Len=74"
"2123","5.919152","172.20.10.5","66.22.216.117","UDP","229","53854  >  50002 Len=187"
"2124","5.920934","66.22.216.117","172.20.10.5","UDP","85","50002  >  53854 Len=43"
"2125","5.921440","172.20.10.5","66.22.217.4","UDP","193","56749  >  50003 Len=151"
"2126","5.938685","172.20.10.5","66.22.217.4","UDP","116","56749  >  50003 Len=74"
"2127","5.938727","172.20.10.5","66.22.216.117","UDP","222","53854  >  50002 Len=180"
"2128","5.945224","66.22.217.4","172.20.10.5","UDP","226","50003  >  56749 Len=184"
"2129","5.945225","66.22.216.117","172.20.10.5","UDP","85","50002  >  53854 Len=43"
"2130","5.950318","172.20.10.5","66.22.217.4","UDP","158","56749  >  50003 Len=116"
"2131","5.960050","172.20.10.5","66.22.216.117","UDP","233","53854  >  50002 Len=191"
"2132","5.961325","66.22.216.117","172.20.10.5","UDP","85","50002  >  53854 Len=43"
"2133","5.962312","172.20.10.5","66.22.217.4","UDP","116","56749  >  50003 Len=74"
"2134","5.967119","172.20.10.5","66.22.217.4","UDP","185","56749  >  50003 Len=143"
"2135","5.977450","104.18.37.228","172.20.10.5","UDP","1242","443  >  59709 Len=1200"
"2136","5.977451","104.18.37.228","172.20.10.5","UDP","728","443  >  59709 Len=686"
"2137","5.977452","104.18.37.228","172.20.10.5","UDP","554","443  >  59709 Len=512"
"2138","5.980521","172.20.10.5","66.22.216.117","UDP","248","53854  >  50002 Len=206"
"2139","5.981079","162.159.136.234","172.20.10.5","TLSv1.2","104","Application Data"
"2140","5.981174","172.20.10.5","162.159.136.234","TCP","54","61996  >  443 [ACK] Seq=55 Ack=84 Win=4095 Len=0"
"2141","5.985133","66.22.216.117","172.20.10.5","UDP","85","50002  >  53854 Len=43"
"2142","5.985258","172.20.10.5","66.22.217.4","UDP","116","56749  >  50003 Len=74"
"2143","5.989804","104.18.37.228","172.20.10.5","UDP","1242","443  >  59709 Len=1200"
"2144","5.989805","104.18.37.228","172.20.10.5","UDP","741","443  >  59709 Len=699"
"2145","5.989805","104.18.37.228","172.20.10.5","UDP","716","443  >  59709 Len=674"
"2146","5.997353","66.22.216.117","172.20.10.5","UDP","85","50002  >  53854 Len=43"
"2147","5.997354","104.18.37.228","172.20.10.5","UDP","1242","443  >  59709 Len=1200"
"2148","5.997355","104.18.37.228","172.20.10.5","UDP","1024","443  >  59709 Len=982"
"2149","5.997706","172.20.10.5","104.18.37.228","UDP","86","59709  >  443 Len=44"
"2150","5.998687","172.20.10.5","66.22.216.117","UDP","260","53854  >  50002 Len=218"
"2151","6.002307","172.20.10.5","66.22.217.4","UDP","155","56749  >  50003 Len=113"
"2152","6.008348","172.20.10.5","66.22.217.4","UDP","116","56749  >  50003 Len=74"
"2153","6.009692","172.20.10.5","104.18.37.228","UDP","88","59709  >  443 Len=46"
"2154","6.010763","172.20.10.5","34.120.214.181","UDP","1205","53500  >  443 Len=1163"
"2155","6.011323","172.20.10.5","34.193.153.19","TCP","78","62201  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=2030377968 TSecr=0 SACK_PERM"
"2156","6.011812","172.20.10.5","104.18.37.228","UDP","1292","59709  >  443 Len=1250"
"2157","6.011814","172.20.10.5","104.18.37.228","UDP","1292","59709  >  443 Len=1250"
"2158","6.011826","172.20.10.5","104.18.37.228","UDP","1292","59709  >  443 Len=1250"
"2159","6.011829","172.20.10.5","104.18.37.228","UDP","791","59709  >  443 Len=749"
"2160","6.017891","172.20.10.5","66.22.216.117","UDP","262","53854  >  50002 Len=220"
"2161","6.019627","172.20.10.5","66.22.217.4","UDP","116","56749  >  50003 Len=74"
"2162","6.021734","66.22.216.117","172.20.10.5","UDP","85","50002  >  53854 Len=43"
"2163","6.021735","104.18.37.228","172.20.10.5","UDP","1242","443  >  59709 Len=1200"
"2164","6.021735","104.18.37.228","172.20.10.5","UDP","734","443  >  59709 Len=692"
"2165","6.021736","104.18.37.228","172.20.10.5","UDP","1242","443  >  59709 Len=1200"
"2166","6.022175","104.18.37.228","172.20.10.5","UDP","1242","443  >  59709 Len=1200"
"2167","6.022176","104.18.37.228","172.20.10.5","UDP","512","443  >  59709 Len=470"
"2168","6.030400","172.20.10.5","104.18.37.228","UDP","1292","59709  >  443 Len=1250"
"2169","6.030498","172.20.10.5","104.18.37.228","UDP","1292","59709  >  443 Len=1250"
"2170","6.030576","172.20.10.5","104.18.37.228","UDP","1292","59709  >  443 Len=1250"
"2171","6.030594","172.20.10.5","104.18.37.228","UDP","1292","59709  >  443 Len=1250"
"2172","6.030604","172.20.10.5","104.18.37.228","UDP","532","59709  >  443 Len=490"
"2173","6.031072","172.20.10.5","104.18.37.228","UDP","1292","59709  >  443 Len=1250"
"2174","6.031081","172.20.10.5","104.18.37.228","UDP","1292","59709  >  443 Len=1250"
"2175","6.037933","172.20.10.5","104.18.37.228","UDP","1292","59709  >  443 Len=1250"
"2176","6.037961","172.20.10.5","104.18.37.228","UDP","1292","59709  >  443 Len=1250"
"2177","6.038087","172.20.10.5","66.22.216.117","UDP","239","53854  >  50002 Len=197"
"2178","6.043321","172.20.10.5","66.22.217.4","UDP","116","56749  >  50003 Len=74"
"2179","6.045367","172.20.10.5","104.18.37.228","UDP","1292","59709  >  443 Len=1250"
"2180","6.045411","172.20.10.5","104.18.37.228","UDP","1292","59709  >  443 Len=1250"
"2181","6.050552","172.20.10.5","104.18.37.228","UDP","1292","59709  >  443 Len=1250"
"2182","6.050647","172.20.10.5","104.18.37.228","UDP","1292","59709  >  443 Len=1250"
"2183","6.051444","172.20.10.5","66.22.217.4","UDP","145","56749  >  50003 Len=103"
"2184","6.056577","172.20.10.5","104.18.37.228","UDP","1292","59709  >  443 Len=1250"
"2185","6.056618","172.20.10.5","104.18.37.228","UDP","1292","59709  >  443 Len=1250"
"2186","6.058045","172.20.10.5","66.22.216.117","UDP","232","53854  >  50002 Len=190"
"2187","6.062333","66.22.216.117","172.20.10.5","UDP","85","50002  >  53854 Len=43"
"2188","6.062334","66.22.217.4","172.20.10.5","UDP","90","50003  >  56749 Len=48"
"2189","6.064237","172.20.10.5","66.22.217.4","UDP","1071","56749  >  50003 Len=1029"
"2190","6.064340","172.20.10.5","104.18.37.228","UDP","1292","59709  >  443 Len=1250"
"2191","6.064659","172.20.10.5","104.18.37.228","UDP","1292","59709  >  443 Len=1250"
"2192","6.066648","172.20.10.5","66.22.217.4","UDP","116","56749  >  50003 Len=74"
"2193","6.066682","172.20.10.5","66.22.217.4","UDP","1071","56749  >  50003 Len=1029"
"2194","6.068026","172.20.10.5","104.18.37.228","UDP","1292","59709  >  443 Len=1250"
"2195","6.068045","172.20.10.5","104.18.37.228","UDP","245","59709  >  443 Len=203"
"2196","6.079491","172.20.10.5","66.22.216.117","UDP","230","53854  >  50002 Len=188"
"2197","6.080925","104.18.37.228","172.20.10.5","UDP","1242","443  >  59709 Len=1200"
"2198","6.080927","104.18.37.228","172.20.10.5","UDP","1040","443  >  59709 Len=998"
"2199","6.089653","172.20.10.5","66.22.217.4","UDP","116","56749  >  50003 Len=74"
"2200","6.098055","172.20.10.5","66.22.217.4","UDP","1004","56749  >  50003 Len=962"
"2201","6.098057","172.20.10.5","66.22.216.117","UDP","232","53854  >  50002 Len=190"
"2202","6.100655","172.20.10.5","104.18.37.228","UDP","87","59709  >  443 Len=45"
"2203","6.104904","172.20.10.5","34.120.214.181","UDP","1288","57530  >  443 Len=1246"
"2204","6.104945","172.20.10.5","34.120.214.181","UDP","1199","57530  >  443 Len=1157"
"2205","6.109776","66.22.216.117","172.20.10.5","RTCP","94","Receiver Report   "
"2206","6.109777","104.18.37.228","172.20.10.5","UDP","66","443  >  59709 Len=24"
"2207","6.109778","104.18.37.228","172.20.10.5","UDP","66","443  >  59709 Len=24"
"2208","6.112893","104.18.37.228","172.20.10.5","UDP","66","443  >  59709 Len=24"
"2209","6.114673","172.20.10.5","66.22.217.4","UDP","116","56749  >  50003 Len=74"
"2210","6.116155","104.18.37.228","172.20.10.5","UDP","67","443  >  59709 Len=25"
"2211","6.119843","172.20.10.5","66.22.216.117","UDP","240","53854  >  50002 Len=198"
"2212","6.130563","172.20.10.5","66.22.217.4","UDP","678","56749  >  50003 Len=636"
"2213","6.136838","104.18.37.228","172.20.10.5","UDP","66","443  >  59709 Len=24"
"2214","6.136881","172.20.10.5","66.22.217.4","UDP","116","56749  >  50003 Len=74"
"2215","6.137628","172.20.10.5","66.22.217.4","UDP","116","56749  >  50003 Len=74"
"2216","6.138586","172.20.10.5","66.22.216.117","UDP","245","53854  >  50002 Len=203"
"2217","6.148283","172.20.10.5","66.22.217.4","UDP","116","56749  >  50003 Len=74"
"2218","6.155442","104.18.37.228","172.20.10.5","UDP","66","443  >  59709 Len=24"
"2219","6.155444","34.120.214.181","172.20.10.5","UDP","69","443  >  53500 Len=27"
"2220","6.155444","104.18.37.228","172.20.10.5","UDP","66","443  >  59709 Len=24"
"2221","6.160680","172.20.10.5","66.22.216.117","UDP","236","53854  >  50002 Len=194"
"2222","6.166702","172.20.10.5","66.22.217.4","UDP","632","56749  >  50003 Len=590"
"2223","6.171245","172.20.10.5","66.22.217.4","UDP","116","56749  >  50003 Len=74"
"2224","6.172408","104.18.37.228","172.20.10.5","UDP","67","443  >  59709 Len=25"
"2225","6.172409","66.22.217.4","172.20.10.5","UDP","90","50003  >  56749 Len=48"
"2226","6.180203","172.20.10.5","66.22.216.117","UDP","231","53854  >  50002 Len=189"
"2227","6.180671","172.20.10.5","34.120.214.181","UDP","74","53500  >  443 Len=32"
"2228","6.180716","172.20.10.5","66.22.217.4","UDP","634","56749  >  50003 Len=592"
"2229","6.181265","34.120.214.181","172.20.10.5","UDP","166","443  >  53500 Len=124"
"2230","6.181266","104.18.37.228","172.20.10.5","UDP","1242","443  >  59709 Len=1200"
"2231","6.181267","104.18.37.228","172.20.10.5","UDP","680","443  >  59709 Len=638"
"2232","6.181473","172.20.10.5","34.120.214.181","UDP","77","53500  >  443 Len=35"
"2233","6.189793","172.20.10.5","66.22.217.4","UDP","680","56749  >  50003 Len=638"
"2234","6.189976","104.18.37.228","172.20.10.5","UDP","1242","443  >  59709 Len=1200"
"2235","6.189977","104.18.37.228","172.20.10.5","UDP","1242","443  >  59709 Len=1200"
"2236","6.189978","104.18.37.228","172.20.10.5","UDP","1242","443  >  59709 Len=1200"
"2237","6.189979","104.18.37.228","172.20.10.5","UDP","1242","443  >  59709 Len=1200"
"2238","6.189981","104.18.37.228","172.20.10.5","UDP","522","443  >  59709 Len=480"
"2239","6.189981","104.18.37.228","172.20.10.5","UDP","66","443  >  59709 Len=24"
"2240","6.194192","172.20.10.5","66.22.217.4","UDP","116","56749  >  50003 Len=74"
"2241","6.199975","172.20.10.5","66.22.217.4","UDP","1006","56749  >  50003 Len=964"
"2242","6.200128","172.20.10.5","66.22.216.117","UDP","211","53854  >  50002 Len=169"
"2243","6.201850","172.20.10.5","66.22.217.4","UDP","495","56749  >  50003 Len=453"
"2244","6.203797","172.20.10.5","104.18.37.228","UDP","87","59709  >  443 Len=45"
"2245","6.212859","34.193.153.19","172.20.10.5","TCP","66","443  >  62201 [SYN, ACK] Seq=0 Ack=1 Win=26883 Len=0 MSS=1400 SACK_PERM WS=256"
"2246","6.212980","172.20.10.5","34.193.153.19","TCP","54","62201  >  443 [ACK] Seq=1 Ack=1 Win=262144 Len=0"
"2247","6.213181","172.20.10.5","34.193.153.19","TLSv1.3","809","Client Hello (SNI=api-iam.intercom.io)"
"2248","6.218174","172.20.10.5","66.22.217.4","UDP","116","56749  >  50003 Len=74"
"2249","6.219657","172.20.10.5","66.22.216.117","UDP","226","53854  >  50002 Len=184"
"2250","6.221847","172.20.10.5","66.22.217.4","UDP","497","56749  >  50003 Len=455"
"2251","6.224749","34.120.214.181","172.20.10.5","UDP","69","443  >  57530 Len=27"
"2252","6.229028","172.20.10.5","66.22.217.4","UDP","314","56749  >  50003 Len=272"
"2253","6.229067","172.20.10.5","66.22.217.4","UDP","314","56749  >  50003 Len=272"
"2254","6.234367","172.20.10.5","66.22.217.4","UDP","456","56749  >  50003 Len=414"
"2255","6.237000","34.120.214.181","172.20.10.5","UDP","141","443  >  57530 Len=99"
"2256","6.237224","172.20.10.5","34.120.214.181","UDP","77","57530  >  443 Len=35"
"2257","6.238990","172.20.10.5","66.22.216.117","UDP","216","53854  >  50002 Len=174"
"2258","6.240250","172.20.10.5","66.22.217.4","UDP","116","56749  >  50003 Len=74"
"2259","6.242807","172.20.10.5","66.22.217.4","UDP","458","56749  >  50003 Len=416"
"2260","6.249121","172.20.10.5","66.22.217.4","UDP","314","56749  >  50003 Len=272"
"2261","6.249162","172.20.10.5","66.22.217.4","UDP","314","56749  >  50003 Len=272"
"2262","6.256950","172.20.10.5","66.22.217.4","UDP","314","56749  >  50003 Len=272"
"2263","6.257063","172.20.10.5","66.22.217.4","UDP","314","56749  >  50003 Len=272"
"2264","6.259229","172.20.10.5","66.22.216.117","UDP","196","53854  >  50002 Len=154"
"2265","6.264215","172.20.10.5","66.22.217.4","UDP","116","56749  >  50003 Len=74"
"2266","6.264255","172.20.10.5","66.22.217.4","UDP","314","56749  >  50003 Len=272"
"2267","6.266001","172.20.10.5","66.22.217.4","UDP","314","56749  >  50003 Len=272"
"2268","6.269124","172.20.10.5","66.22.217.4","UDP","250","56749  >  50003 Len=208"
"2269","6.276344","172.20.10.5","66.22.217.4","UDP","252","56749  >  50003 Len=210"
"2270","6.279066","172.20.10.5","66.22.217.4","UDP","314","56749  >  50003 Len=272"
"2271","6.279160","172.20.10.5","66.22.217.4","UDP","116","56749  >  50003 Len=74"
"2272","6.280205","172.20.10.5","66.22.216.117","UDP","169","53854  >  50002 Len=127"
"2273","6.282993","172.20.10.5","66.22.217.4","UDP","314","56749  >  50003 Len=272"
"2274","6.283025","172.20.10.5","66.22.217.4","UDP","314","56749  >  50003 Len=272"
"2275","6.291892","172.20.10.5","66.22.217.4","UDP","314","56749  >  50003 Len=272"
"2276","6.291955","172.20.10.5","66.22.217.4","UDP","314","56749  >  50003 Len=272"
"2277","6.298995","172.20.10.5","162.159.130.235","TLSv1.2","140","Application Data"
"2278","6.300162","172.20.10.5","66.22.217.4","UDP","314","56749  >  50003 Len=272"
"2279","6.300200","172.20.10.5","66.22.217.4","UDP","314","56749  >  50003 Len=272"
"2280","6.300202","172.20.10.5","66.22.217.4","UDP","116","56749  >  50003 Len=74"
"2281","6.300382","66.22.217.4","172.20.10.5","UDP","90","50003  >  56749 Len=48"
"2282","6.300718","172.20.10.5","66.22.216.117","UDP","85","53854  >  50002 Len=43"
"2283","6.302190","172.20.10.5","66.22.217.4","UDP","240","56749  >  50003 Len=198"
"2284","6.309990","104.18.37.228","172.20.10.5","UDP","1242","443  >  59709 Len=1200"
"2285","6.309992","104.18.37.228","172.20.10.5","UDP","706","443  >  59709 Len=664"
"2286","6.311230","172.20.10.5","66.22.217.4","UDP","242","56749  >  50003 Len=200"
"2287","6.311234","172.20.10.5","66.22.217.4","UDP","242","56749  >  50003 Len=200"
"2288","6.311276","172.20.10.5","66.22.217.4","UDP","314","56749  >  50003 Len=272"
"2289","6.318336","172.20.10.5","66.22.216.117","UDP","85","53854  >  50002 Len=43"
"2290","6.320284","172.20.10.5","66.22.217.4","UDP","252","56749  >  50003 Len=210"
"2291","6.320315","172.20.10.5","66.22.217.4","UDP","458","56749  >  50003 Len=416"
"2292","6.321368","104.18.37.228","172.20.10.5","UDP","143","443  >  59709 Len=101"
"2293","6.321655","172.20.10.5","66.22.217.4","UDP","116","56749  >  50003 Len=74"
"2294","6.329443","172.20.10.5","104.18.37.228","UDP","87","59709  >  443 Len=45"
"2295","6.330450","172.20.10.5","66.22.217.4","UDP","497","56749  >  50003 Len=455"
"2296","6.330767","172.20.10.5","104.18.37.228","UDP","1292","59709  >  443 Len=1250"
"2297","6.330799","172.20.10.5","104.18.37.228","UDP","1292","59709  >  443 Len=1250"
"2298","6.330808","172.20.10.5","104.18.37.228","UDP","1292","59709  >  443 Len=1250"
"2299","6.330816","172.20.10.5","104.18.37.228","UDP","803","59709  >  443 Len=761"
"2300","6.330850","172.20.10.5","104.18.37.228","UDP","1250","59709  >  443 Len=1208"
"2301","6.331192","172.20.10.5","104.18.37.228","UDP","1292","59709  >  443 Len=1250"
"2302","6.331202","172.20.10.5","104.18.37.228","UDP","1292","59709  >  443 Len=1250"
"2303","6.331209","172.20.10.5","104.18.37.228","UDP","1292","59709  >  443 Len=1250"
"2304","6.331224","172.20.10.5","104.18.37.228","UDP","803","59709  >  443 Len=761"
"2305","6.331252","172.20.10.5","104.18.37.228","UDP","1286","59709  >  443 Len=1244"
"2306","6.331261","172.20.10.5","104.18.37.228","UDP","126","59709  >  443 Len=84"
"2307","6.331385","172.20.10.5","104.18.37.228","UDP","1292","59709  >  443 Len=1250"
"2308","6.331394","172.20.10.5","104.18.37.228","UDP","1292","59709  >  443 Len=1250"
"2309","6.334195","172.20.10.5","66.22.217.4","UDP","243","56749  >  50003 Len=201"
"2310","6.337923","172.20.10.5","104.18.37.228","UDP","1292","59709  >  443 Len=1250"
"2311","6.337956","172.20.10.5","104.18.37.228","UDP","1292","59709  >  443 Len=1250"
"2312","6.338478","172.20.10.5","66.22.216.117","UDP","85","53854  >  50002 Len=43"
"2313","6.339567","172.20.10.5","66.22.217.4","UDP","245","56749  >  50003 Len=203"
"2314","6.339578","172.20.10.5","66.22.217.4","UDP","245","56749  >  50003 Len=203"
"2315","6.339585","172.20.10.5","66.22.217.4","UDP","314","56749  >  50003 Len=272"
"2316","6.343165","104.18.37.228","172.20.10.5","UDP","1242","443  >  59709 Len=1200"
"2317","6.343167","104.18.37.228","172.20.10.5","UDP","244","443  >  59709 Len=202"
"2318","6.343168","104.18.37.228","172.20.10.5","UDP","1242","443  >  59709 Len=1200"
"2319","6.343170","104.18.37.228","172.20.10.5","UDP","1242","443  >  59709 Len=1200"
"2320","6.343172","104.18.37.228","172.20.10.5","UDP","1242","443  >  59709 Len=1200"
"2321","6.343173","104.18.37.228","172.20.10.5","UDP","1242","443  >  59709 Len=1200"
"2322","6.343175","104.18.37.228","172.20.10.5","UDP","319","443  >  59709 Len=277"
"2323","6.343176","104.18.37.228","172.20.10.5","UDP","1242","443  >  59709 Len=1200"
"2324","6.343177","104.18.37.228","172.20.10.5","UDP","450","443  >  59709 Len=408"
"2325","6.343351","172.20.10.5","104.18.37.228","UDP","859","59709  >  443 Len=817"
"2326","6.345339","172.20.10.5","66.22.217.4","UDP","116","56749  >  50003 Len=74"
"2327","6.349572","172.20.10.5","66.22.217.4","UDP","245","56749  >  50003 Len=203"
"2328","6.349576","172.20.10.5","66.22.217.4","UDP","242","56749  >  50003 Len=200"
"2329","6.349605","172.20.10.5","66.22.217.4","UDP","314","56749  >  50003 Len=272"
"2330","6.357594","34.120.214.181","172.20.10.5","UDP","66","443  >  53500 Len=24"
"2331","6.357596","104.18.37.228","172.20.10.5","UDP","1242","443  >  59709 Len=1200"
"2332","6.357598","104.18.37.228","172.20.10.5","UDP","754","443  >  59709 Len=712"
"2333","6.357950","172.20.10.5","104.18.37.228","UDP","86","59709  >  443 Len=44"
"2334","6.359159","172.20.10.5","66.22.216.117","UDP","85","53854  >  50002 Len=43"
"2335","6.359379","172.20.10.5","66.22.217.4","UDP","252","56749  >  50003 Len=210"
"2336","6.359415","172.20.10.5","66.22.217.4","UDP","458","56749  >  50003 Len=416"
"2337","6.368051","172.20.10.5","66.22.217.4","UDP","497","56749  >  50003 Len=455"
"2338","6.368489","172.20.10.5","66.22.217.4","UDP","116","56749  >  50003 Len=74"
"2339","6.368514","172.20.10.5","66.22.217.4","UDP","246","56749  >  50003 Len=204"
"2340","6.378368","172.20.10.5","104.18.37.228","UDP","87","59709  >  443 Len=45"
"2341","6.378825","172.20.10.5","66.22.217.4","UDP","248","56749  >  50003 Len=206"
"2342","6.378976","172.20.10.5","66.22.216.117","UDP","85","53854  >  50002 Len=43"
"2343","6.379022","172.20.10.5","66.22.217.4","UDP","248","56749  >  50003 Len=206"
"2344","6.379971","172.20.10.5","66.22.217.4","UDP","116","56749  >  50003 Len=74"
"2345","6.384870","172.20.10.5","66.22.217.4","UDP","248","56749  >  50003 Len=206"
"2346","6.385132","172.20.10.5","66.22.217.4","UDP","50","56749  >  50003 Len=8"
"2347","6.385150","172.20.10.5","66.22.217.4","UDP","248","56749  >  50003 Len=206"
"2348","6.389560","162.159.130.235","172.20.10.5","TCP","54","443  >  62113 [ACK] Seq=1 Ack=345 Win=7 Len=0"
"2349","6.389561","34.120.214.181","172.20.10.5","UDP","66","443  >  57530 Len=24"
"2350","6.390266","172.20.10.5","66.22.217.4","UDP","245","56749  >  50003 Len=203"
"2351","6.390296","172.20.10.5","66.22.217.4","UDP","242","56749  >  50003 Len=200"
"2352","6.390301","172.20.10.5","66.22.217.4","UDP","314","56749  >  50003 Len=272"
"2353","6.399314","172.20.10.5","66.22.216.117","UDP","85","53854  >  50002 Len=43"
"2354","6.399929","172.20.10.5","66.22.217.4","UDP","252","56749  >  50003 Len=210"
"2355","6.399952","172.20.10.5","66.22.217.4","UDP","458","56749  >  50003 Len=416"
"2356","6.401117","66.22.217.4","172.20.10.5","UDP","114","50003  >  56749 Len=72"
"2357","6.401781","172.20.10.5","66.22.217.4","UDP","247","56749  >  50003 Len=205"
"2358","6.403288","172.20.10.5","66.22.217.4","UDP","116","56749  >  50003 Len=74"
"2359","6.405710","172.20.10.5","66.22.217.4","RTCP","118","Sender Report   Port Mapping   [Malformed Packet]"
"2360","6.413154","172.20.10.5","66.22.217.4","UDP","249","56749  >  50003 Len=207"
"2361","6.413209","172.20.10.5","66.22.217.4","UDP","249","56749  >  50003 Len=207"
"2362","6.419051","172.20.10.5","66.22.216.117","UDP","85","53854  >  50002 Len=43"
"2363","6.419154","172.20.10.5","66.22.217.4","UDP","249","56749  >  50003 Len=207"
"2364","6.419177","172.20.10.5","66.22.217.4","UDP","249","56749  >  50003 Len=207"
"2365","6.425018","172.20.10.5","66.22.217.4","UDP","249","56749  >  50003 Len=207"
"2366","6.425021","172.20.10.5","66.22.217.4","UDP","248","56749  >  50003 Len=206"
"2367","6.426073","172.20.10.5","66.22.217.4","UDP","116","56749  >  50003 Len=74"
"2368","6.429428","104.18.37.228","172.20.10.5","UDP","1242","443  >  59709 Len=1200"
"2369","6.429429","104.18.37.228","172.20.10.5","UDP","734","443  >  59709 Len=692"
"2370","6.429430","104.18.37.228","172.20.10.5","UDP","151","443  >  59709 Len=109"
"2371","6.429431","34.193.153.19","172.20.10.5","TCP","54","443  >  62201 [ACK] Seq=1 Ack=756 Win=45056 Len=0"
"2372","6.429431","34.193.153.19","172.20.10.5","TLSv1.3","288","Server Hello, Change Cipher Spec, Application Data, Application Data"
"2373","6.429559","172.20.10.5","34.193.153.19","TCP","54","62201  >  443 [ACK] Seq=756 Ack=235 Win=261888 Len=0"
"2374","6.429976","172.20.10.5","34.193.153.19","TLSv1.3","118","Change Cipher Spec, Application Data"
"2375","6.430530","172.20.10.5","66.22.217.4","UDP","245","56749  >  50003 Len=203"
"2376","6.430547","172.20.10.5","66.22.217.4","UDP","249","56749  >  50003 Len=207"
"2377","6.431337","172.20.10.5","34.193.153.19","TLSv1.3","146","Application Data"
"2378","6.431552","172.20.10.5","34.193.153.19","TLSv1.3","477","Application Data"
"2379","6.431581","172.20.10.5","34.193.153.19","TLSv1.3","1183","Application Data"
"2380","6.435008","172.20.10.5","66.22.217.4","UDP","239","56749  >  50003 Len=197"
"2381","6.438408","172.20.10.5","66.22.216.117","UDP","85","53854  >  50002 Len=43"
"2382","6.439511","172.20.10.5","66.22.217.4","UDP","241","56749  >  50003 Len=199"
"2383","6.439524","172.20.10.5","66.22.217.4","UDP","241","56749  >  50003 Len=199"
"2384","6.439549","172.20.10.5","66.22.217.4","UDP","314","56749  >  50003 Len=272"
"2385","6.441043","104.18.37.228","172.20.10.5","UDP","66","443  >  59709 Len=24"
"2386","6.441044","104.18.37.228","172.20.10.5","UDP","66","443  >  59709 Len=24"
"2387","6.441044","66.22.217.4","172.20.10.5","RTCP","110","Payload-specific Feedback   ALFB  "
"2388","6.441848","66.22.217.4","172.20.10.5","RTCP","94","Receiver Report   "
"2389","6.441848","66.22.217.4","172.20.10.5","RTCP","94","Receiver Report   "
"2390","6.449941","172.20.10.5","66.22.217.4","UDP","241","56749  >  50003 Len=199"
"2391","6.449981","172.20.10.5","66.22.217.4","UDP","241","56749  >  50003 Len=199"
"2392","6.449983","172.20.10.5","66.22.217.4","UDP","314","56749  >  50003 Len=272"
